id,Author,Ocena,Poleca,Kupił,Data wystawienia opini,Data kupna,Przydatna opinia,Nieprzydatna opinia,Treść wiadomości,Wady,Zalety
11656962,Użytkownik Ceneo,5,Polecam,True,2020-01-29 09:09:35,2020-01-20 17:04:36,6,0,"Działa sprawnie już 3 tygodnie- cichutki na trybie nocnym, niekiedy zaskakują poziomy zanieczyszczenia powietrza- w automatycznym trybie reaguje na to świetnie",,
12200336,Użytkownik Ceneo,5,Polecam,True,2020-04-20 13:57:15,2020-04-14 13:04:33,3,0,"Fajny sprzęt, po cichu ogarnia całe małe mieszkanie. Można sterować przez apkę nawet kilkoma na raz. To moje kolejne urządzenie tego producenta, żadnych uwag.",,
12342640,Użytkownik Ceneo,5,Polecam,True,2020-05-05 19:17:20,2020-04-22 10:27:19,2,0,Bardzo dobrej jakości oczyszczacz powietrza. Doskonale spełnia swoje zadanie. Ilość samego kurzu w mieszkaniu zredukowana co najmniej o połowę. Polecam,,
12743388,d...6,5,Polecam,True,2020-07-01 13:45:21,2020-03-26 23:16:20,3,0,"Po 3 miesiącach od zakupu mogę powiedzieć, że kupiłbym go z czystym sumieniem jeszcze raz. Osobiście za radą znajomej dokupiłem w międzyczasie na innej aukcji bawełniane filtry do owinięcia głównego. Ilości kurzu jaka się na nim znalazła po 5tyg uświadomiła mi jak wiele nie trafiło go do moich płuc. Doceniam też, że jest w zasadzie bezgłośny w nocnym trybie, naprawdę dobrze eliminujemy zapachy, po przespanej nocy w małym pokoju z oczyszczaczem, inna osoba która wejdzie do takiego pomieszczenia nie ma odczucia zaduchu, za to ja stałem się bardzo wyczulony na taki zapach w pomieszczeniach gdzie śpią inne osoby. Więc niejako zmusilem innych do częstego wietrzenia swoich pokoi. Plusem jest też to, że jak macie pranie w pokoju na suszarce to wymuszony obieg powietrza sprawia że ono szybciej schnie, w Kato na wyższych obrotach idealnie zastępuje klasyczny wentylator  a przy tym nie wieje w oczy,  jeśli macie coś do lekkiego podsuszenia (nie mokrego!) A przy tym lekkiego to warto go położyć na części z wylotem powietrza, bardoz szybko dosycha a przy tym jest osuszane najczystszym powietrzem w pokoju. I kolejny plus za wskazanie wilgotności powietrza, zawsze miałem z tym problem, a teraz sam Sharan się podnieść poziom wilgotności w pomieszczeniu a i też więcej wody pić podświadomie. Ogólnie zdecydowanie polecam!",,"['design', 'głośność pracy', 'jakość wykonania', 'łatwość demontażu filtra', 'nowoczesny wygląd', 'skuteczność', 'wydajność', 'wygląd', 'wyświetlacz oled']"
12271448,Użytkownik Ceneo,4,Polecam,True,2020-04-27 20:32:38,2020-04-16 17:43:17,5,1,"Sprzęt bardzo wydajny. Jakość a cena wypada bardzo dobrze. Trochę ubogie możliwości automatyzacji. Nie można zmienić szybkości wiatraka w zależności od poziomu PM możliwa jest tylko zmiana między trybami działania(tryb reczny, automatyczny, nocny etc)-możemy ustawić aby oczyszczacz przełączał się w tryb ręczny na którym mamy ustalona zadana prędkość wiatraka Po przekroczeniu zdefiniowanego poziomu PM 2.5 Następnie po osiągnięciu jakiegoś progu wracał do trybu automatycznego.Jestem alergikiem któremu znacznie dokucza paląca w tym momencie brzoza. Czuje bardzo duża różnice odkąd mam oczyszczacz. Po wyjściu na balkon, wietrzeniu zaczynam kaszleć i kichać. Dzięki wydajności jestem w stanie wywietrzyć pokój, włączyć oczyszczacz na Max, pójść zrobić kanapkę, skorzystać z toalety, wracam i nie odczuwam różnicy przed a po przewietrzeniu (poza świeższym powietrzem oczywiście :D). Poprawiła się u mnie również poprawa jakości snu. Nie budzę się już z zapchanym nosem- zapewne lepiej mi się oddycha w trakcie spania.Na plus:Jakość/cenaPodniesienie komfortu życia alergikaWydajnośćNa minus:Niezadowalająca możliwość automatyzacji ( nie mam porównania z innymi oczyszczaczami)Oczyszczacz oceniam pozytywnie i mogę go polecić.",,
12038110,Użytkownik Ceneo,4,Polecam,True,2020-04-01 22:08:29,2020-03-16 20:05:36,5,2,"Zakupiłem trzy egzemplarze tego oczyszczacza, sprawdziłem, że stojąc obok siebie pokazują prawie te same wskazania, tzn nie było rozbieżności więcej niż 1 ug. Porównując natomiast pomiary pm2.5 z tym co daje odczyt z czujnika pms7003 to różnice są znaczące. Podczas gdy np Xiaomi pokazuje 1 ug, pms7003 pokazuje 5 lub 6 ug. Gdy Xiaomi pokazuje np 10 ug, pms7003 pokazuje np 21 ug itd. Zdaję sobie sprawę, że pomiary czujnikiem laserowym są obarczone błędem choć miałem nadzieję, że będą bardziej zbieżne między producentami. Co co samego oczyszczacza to robi robotę, tzn redukuje ilość pyłów gdy działa (na wolnych obrotach trzeba przyznać że słabo - trzeba dać wyższy bieg). Niestety gdy tylko się go wyłączy to skądś pyły znowu się pojawiają uzupełniając skład. Bardzo duży wpływ ma stan powietrza za oknem: jeśli jest kiepskie to lepiej włączyć oczyszczacz od razu na 3.bieg. Jeśli chodzi zaś o aplikację Xiaomi Home to jak już się zaakceptuje regulamin i politykę prywatności (co ciekawe polskie tłumaczenie nie jest dostępne) to działa bez zastrzeżeń. Przy automatyzacji brakuje tylko możliwości dodania kryterium by sprawdzać obecny bieg urządzenia i nie przełączać go bez sensu na ten sam. Podsumowując, dobry sprzęt w dobrej cenie.",,
13240612,b...p,5,Polecam,True,2020-10-20 10:03:44,2020-10-13 17:42:50,1,0,"Świetne urządzenie, intuicyjne w obsłudze, możliwość sterowania poprzez aplikację smartfonem. Działa super, bardzo cicho.",,"['głośność pracy', 'skuteczność', 'wydajność', 'wygląd']"
14942510,Krzysztof,5,Polecam,True,2021-09-10 09:22:03,2021-09-01 16:05:18,0,0,"Bardzo dobre urządzenie. Zgrabne, wydajne i co najważniejsze w trybie nocnym niesłyszalne a na tym najbardziej mi zależało",,"['design', 'dobry wygląd', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwość demontażu filtra', 'możliwość sterowania mocą wiatraka', 'nowoczesny wygląd', 'pomiar pm 2.5', 'przystępna cena', 'skuteczność', 'stosunek cena - jakość', 'świetny design', 'wydajność', 'wygląd', 'wyświetlacz oled']"
12234644,Użytkownik Ceneo,5,Polecam,True,2020-04-23 18:01:14,2020-04-19 20:58:17,0,0,"Bardzo fajny oczyszczacz, cichy i wydajny, sporo funkcji w aplikacji. Nowoczesny wygląd za nieduże pieniądze. Polecam.",,
13416253,g...9,5,Polecam,True,2020-11-20 12:10:08,2020-11-13 17:19:41,1,0,"Bardzo dobra jakość wykonania, skuteczne działanie oczyszczacza, wymiary, możliwość zdalnego sterowania.",,"['dobry wygląd', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwość demontażu filtra', 'możliwość sterowania mocą wiatraka', 'pomiar pm 2.5', 'przystępna cena', 'skuteczność', 'sterowanie z telefonu', 'wydajność', 'wygląd']"
13070988,Anonimowy,5,Polecam,True,2020-09-10 21:32:41,2020-08-24 03:01:30,0,0,"Byłem nieco sceptycznie nastawiony, ale muszę powiedzieć, że naprawdę czuję różnicę. Mieszkam blisko ulicy i w mieszkaniu mam dużo kurzu, a do tego jest to stare budownictwo (kamienica), w którym jest duża wilgoć i mostki termiczne, przez co zdarzała się pleśń na ścianach. Przy włączonym odświeżaczu nie mamy już reakcji alergicznych (czy to na kurz czy pleśń), a powietrze jest wyraźnie inne nawet po nocy w zamkniętym pokoju. Dla mnie poziom 1 jest kompletnie akceptowalny i w niedużym pokoju wystarcza (u mnie chodzi cały dzień). Trybu nocnego nie używam, bo w nocy zostawiam na 1. Jeśli chcę szybko odświeżyć powietrze, to włączam na wyższe tryby, ale nie da się przy tym długo siedzieć. Tak jak gdzieś czytałem, do większego pomieszczenia lepiej wziąć dwa oczyszczacze niż jeden mocniejszy, bo jednak nie jest przyjemny jego dźwięk na wyższych poziomach, ale to akurat dotyczy wszystkich oczyszczaczy. Jeśli chodzi o PM2.5, to u mnie praktycznie ciągle pokazuje 001 (mieszkam w centrum miasta), ale zima się jeszcze nie zaczęła, więc może to dlatego. Tak czy inaczej polecam, szczególnie ze względu na cenę, choć drugiego będę już szukał z jonizacją, bo wydaje mi się, że może być jeszcze lepiej.",,"['głośność pracy', 'skuteczność', 'wydajność', 'wygląd']"
11685479,klient1234567890,5,Polecam,True,2020-02-03 17:14:28,2020-01-03 22:34:29,2,0,"Wszystko działa jak należy, od czasu jak oczyszczam powietrze lepiej mi się śpi :)",,
11997902,Użytkownik Ceneo,4,Polecam,True,2020-03-27 09:00:25,2020-03-14 22:43:09,1,1,"Mam oczyszczacz powietrza od kliku dni. Jest bardzo ładnie wykonany, pasuje do każdego wnętrza, jego gabaryty nie są za duże. Na trybie auto i noc jego praca jest nie słyszalna, natomiast na wyższych trybach hałas jest dosyć duży. Z samym oczyszczaniem mam problem, ponieważ mam chyba zbyt czyste powietrze w domu. Na razie pokazuje mi cały czas 004, 008 czasem schodzi do 001, tylko raz jak coś smażyliśmy to wskaźnik podskoczył do 060. Na ten moment nie jestem w stanie ocenić czy oczyszczacz faktycznie oczyszcza powietrze i czy czuje się lepiej, czytałam opinię innych użytkowników, że lepiej im się śpi i oddycha, możliwe że to prawda.",,
13941341,d...k,5,Polecam,True,2021-02-11 20:47:50,2021-01-22 14:55:24,0,0,"Mały, fajny, lekki, dobrze się sprawuje zarówno w małym jak i w średnim pomieszczeniu. Można go łatwo zautomatyzować, więc już radzi sobie sam i sam się włącza i wyłącza. Jak mu się podkręci w automatyzacji obroty, to spokojnie w kilkanaście minut sobie radzi. Trzy ważne rzeczy: 1) podłączyć się można do niego przez Wi-Fi 2.4 GHz, nie 5 GHz. Jeśli go nie widać, trzeba sobie to sprawdzić. 2) Tak, te wkurzające dźwięki wyłącza się w aplikacji jednym suwakiem :) 3) Mimo lekkiego syfku w powietrzu wiecznie świeci na zielono i jest zadowolony. Zapewne jest to efekt innych norm w kraju producenta ;-) ale ponieważ ma wyświetlacz z PM 2.5 łatwo sprawdzić ile jest i odpowiednio wyregulować nie zwracając uwagi na to, co on tam sobie ubzdurał.Na niskich obrotach jest mega cichy, wiadomo, że im wyżej tym bardziej bziuczy, jakby startował, taka fizyka. A w ogóle to jest po prostu ładny i zgrabny, taki za kolanko ;-)Na smartme.pl jest całkiem zacna instrukcja jak zautomatyzować tę belkę :) Ogólnie bardzo polecam, działa za przyzwoite, choć wciąż spore pieniądze (w tym kraju nawet czyste powietrze swoje kosztuje).Ogólnie na osiem gwiazdek ;)",,"['cicha praca', 'design', 'dobry wygląd', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwość demontażu filtra', 'możliwość sterowania mocą wiatraka', 'nie przeładowany ficzerami', 'nowoczesny wygląd', 'pomiar pm 2.5', 'przystępna cena', 'skuteczność', 'sterowanie z telefonu', 'stosunek cena - jakość', 'świetny design', 'wydajność', 'wygląd', 'wyświetlacz oled']"
13930009,s...c,5,Polecam,True,2021-02-10 12:08:21,2021-01-20 11:10:06,0,0,"Xiaomi 3h jest ok, nie odbiega od innych oczyszczaczy. Trzeba sobie zdawać sprawę, że przy dużym smogu ustawianie na automat (żeby wg ""własnego uznania"" włączał tryb pełnego ciągu) nie będzie dobrze działało, ponieważ wbudowane czujniki zaniżają faktyczne stężenie cząsteczek w powietrzu. Jak się odpali na max, ładnie ciągnie i oczyszcza powietrze. Dostępne 4 tryby, w małym pokoju spokojnie można puścić średni a nie max, i też będzie utrzymywał czyste powietrze. Na razie sobie mocno zasysam, bo i pogoda niedobra! Wyświetlacz pokazuje też wilgotność i temperaturę, co uważam za niezwykle przydatny miły dodatek.",,"['głośność pracy', 'skuteczność', 'wydajność', 'wygląd']"
13911818,l...1,5,Polecam,True,2021-02-06 18:21:15,2021-01-23 16:06:48,0,0,"Nam bardzo odpowiada. Zmieniliśmy ustawienia w aplikacji na normy europejskie (pm2,5 25) i teraz cieszymy się czystym powietrzem. Jest bardzo cichy. Maksymalne obroty są głośne. My mamy ustawiony tryb automatyczny i w ogóle go nie słychać na niskich obrotach. Możliwość wyłączenia wyświetlacza. Na najniższym obrotach jest tak cichy, że trzeba do niego podejść, by upewnić się, że pracuje :-)  Dobre czujniki -reakcja po kilku sekundach. Po ustawienich w aplikacji załącza się tryb najszybszy po przekroczeniu pm 2,5 24 i przechodzi w tryb automatyczny jeżeli jest poniżej 23. Sprawdzono -wszystko działa bez zarzutu. Jak było w Warszawie bardzo brudne powietrze, po otwarciu balkonu od razu przełączył się w tryb ustalony w aplikacji. Po zamknięciu okna i obniżenia poziomu zanieczyszczeń, wrócił w tryb automatyczny. U nas czyści powietrze w granicach 01-05. Należy tylko pamiętać, by był on cały czas podłączony do sieci wifi. Zdecydowanie polecam.",,"['głośność pracy', 'jakość wykonania', 'łatwość demontażu filtra', 'nowoczesny wygląd', 'skuteczność', 'wydajność', 'wygląd', 'wyświetlacz oled']"
13181389,c...c,4,Polecam,True,2020-10-09 10:08:05,2020-09-21 20:49:49,0,0,"Mogilby zrobić wersję z Plasma Jonizacją jak to ma Sharp i Electrolux o ile to coś daje faktycznie ale jakby Xiaomi taką wersję zrobiło to bym się nie obraził. Oczywiście urządzenie spełnia swoją funkcję wykrywa zanieczyszczenie powietrza i automatycznie dostosowuje prędkość wiatraka do ilości pyłów PM w powietrzu. Używam zmodyfikowanej aplikacji dzięki której oczyszczacz działa jako Bramka BLE i nie potrzebuje dodatkowego urządzenia żeby łączyć się np. z czujnikami temperatury czy wilgotności powietrza. Moja ocena tyczy się braku Jonizacji i tego, że urządzenie najlepiej działa ze Zmodyfikowaną aplikacją Mi Home, a i mogliby projektanci pomyśleć o rączce do przenoszenia np. takiej jaka jest w Pure A9 (minus za design). Ogólnie polecam. Acha nie jest głośny przynajmniej nie mój.",,"['głośność pracy', 'jakość wykonania', 'łatwość demontażu filtra', 'nowoczesny wygląd', 'skuteczność', 'wydajność', 'wygląd']"
12116457,Artur,4,Polecam,True,2020-04-10 11:54:08,2020-04-06 20:02:47,0,0,"Urządzenie wygląda solidnie, filtr łatwo wyjmowalny, na najniższych obrotach działa praktycznie niesłyszalnie (nie dostrzegam żadnych niepokojących dźwięków). Filtr działa, bo odczułem poprawę jakości powietrza, przede wszystkim zmiejszyła się reakcja alergiczna mojej narzeczonej na pyłki - katar zniknął :).Minus za automatyzację, która wymaga ściągnięcia zmodyfikowanej wersji aplikacji (w oryginalnej nie ma możliwości ustawienia zadanego stopnia szybkości obrotowej wentylatora, jest tylko przełącznik pomiędzy automatem, trybem nocnym, a ręcznym [bez wyboru stopnia]).Ogólnie na plus, zobaczymy, jak długo wytrzymają filtry i czy da sobie radę w okresie jesienno-zimowym.",,
13996410,m...l,5,Polecam,True,2021-02-22 07:43:38,2021-02-14 17:20:21,0,0,Różnica już po paru dniach od uruchomienia. Powietrze w pomieszczeniu zdecydowanie lepsze. Polecam.,,"['głośność pracy', 'skuteczność', 'wydajność', 'wygląd']"
11632523,Użytkownik Ceneo,5,Polecam,True,2020-01-23 21:27:26,2020-01-03 23:35:40,1,0,Ok tylko nie zawsze potrzebny. Najpierw sprawdzcie stan powietrza.,,
13709310,p...z,5,Polecam,True,2021-01-04 21:24:06,2020-12-15 15:41:18,0,0,Produkt wysokiej klasy za dobre pieniądze. Czuć lepsze powietrze :D Napewno będę go polecał :D,,"['głośność pracy', 'jakość wykonania', 'łatwość demontażu filtra', 'nowoczesny wygląd', 'skuteczność', 'wydajność', 'wygląd', 'wyświetlacz oled']"
12234582,Łukasz,4,Polecam,True,2020-04-23 17:55:44,2020-04-17 13:26:08,0,0,"Super, działa perfekcyjnie, automatyzacja na polskim serwerze bardzo poprawia funkcjonalność",,
13519485,Krzyzu011,5,Polecam,True,2020-12-07 15:03:42,2020-11-29 13:33:38,0,0,Bardzo dobry produkt z super dobrymi parametrami. Automatyzacja działa jak należy,,"['głośność pracy', 'skuteczność', 'wydajność', 'wygląd']"
14337226,j...k,5,Polecam,True,2021-04-22 10:34:21,2021-04-16 14:50:40,0,0,Bardzo dobry. Prawdopodobnie najlepszy oczyszczacz powietrza w tej cenie.,,"['głośność pracy', 'skuteczność', 'wydajność', 'wygląd']"
13653284,w...5,5,Polecam,True,2020-12-26 18:48:52,2020-11-25 16:43:43,0,0,"Idealnie sie sprawdza w salonie z kuchnią, idealnie pochlania zapachy",,"['jakość wykonania', 'łatwość demontażu filtra', 'nowoczesny wygląd', 'skuteczność', 'wydajność', 'wygląd', 'wyświetlacz oled']"
13642598,k...8,5,Polecam,True,2020-12-24 09:20:32,2020-12-06 22:05:05,0,0,"Działa, testuje dalej. Jak na razie wszystko ok i jestem zadowolony",,"['jakość wykonania', 'łatwość demontażu filtra', 'nowoczesny wygląd', 'skuteczność', 'wydajność', 'wygląd', 'wyświetlacz oled']"
